"cause","effect"
"hsa-miR-182-5p","HES1"
"hsa-miR-182-5p","HN1L"
"hsa-miR-182-5p","HOXB8"
"hsa-miR-182-5p","HOXC8"
"hsa-miR-182-5p","IGF1R"
"hsa-miR-182-5p","IGFBP3"
"hsa-miR-182-5p","IRAK4"
"hsa-miR-182-5p","IRS1"
"hsa-miR-182-5p","ITGB8"
"hsa-miR-182-5p","ITPR3"
"hsa-miR-182-5p","KIAA1217"
"hsa-miR-182-5p","KIAA1549"
"hsa-miR-182-5p","KIF3B"
"hsa-miR-182-5p","KIF5A"
"hsa-miR-182-5p","MADD"
"hsa-miR-182-5p","MAML1"
"hsa-miR-182-5p","MAPK8"
"hsa-miR-182-5p","MCM4"
"hsa-miR-182-5p","MED23"
"hsa-miR-182-5p","MIPEP"
"hsa-miR-182-5p","MKRN1"
"hsa-miR-182-5p","MORF4L2"
"hsa-miR-182-5p","MPHOSPH6"
"hsa-miR-182-5p","MPP1"
"hsa-miR-182-5p","MRAS"
"hsa-miR-182-5p","MSX2"
"hsa-miR-182-5p","MTMR4"
"hsa-miR-182-5p","MYB"
"hsa-miR-182-5p","NEDD4L"
"hsa-miR-182-5p","NMT2"
"hsa-miR-182-5p","NUMBL"
"hsa-miR-182-5p","NUP50"
"hsa-miR-182-5p","PAICS"
"hsa-miR-182-5p","PAN2"
"hsa-miR-182-5p","PARD6B"
"hsa-miR-182-5p","PBX1"
"hsa-miR-182-5p","PBX2"
"hsa-miR-182-5p","PCBP1"
"hsa-miR-182-5p","PDPK1"
"hsa-miR-182-5p","PEG10"
"hsa-miR-182-5p","PHF12"
"hsa-miR-182-5p","PIAS3"
"hsa-miR-182-5p","PIP5K1A"
"hsa-miR-182-5p","PLAGL2"
"hsa-miR-182-5p","PLK2"
"hsa-miR-182-5p","POLR2A"
"hsa-miR-182-5p","PPARG"
"hsa-miR-182-5p","PPFIBP2"
"hsa-miR-182-5p","PPP1R9A"
"hsa-miR-182-5p","PRDX6"
"hsa-miR-182-5p","PRKAA2"
"hsa-miR-182-5p","PRLR"
"hsa-miR-182-5p","PTPN1"
"hsa-miR-182-5p","PVRL2"
"hsa-miR-182-5p","RAB27A"
"hsa-miR-182-5p","RAB3IP"
"hsa-miR-182-5p","RAB5B"
"hsa-miR-182-5p","RAI1"
"hsa-miR-182-5p","RALGPS1"
"hsa-miR-182-5p","RALGPS2"
"hsa-miR-182-5p","RBBP8"
"hsa-miR-182-5p","REEP5"
"hsa-miR-182-5p","REPS2"
"hsa-miR-182-5p","RFC3"
"hsa-miR-182-5p","RHPN2"
"hsa-miR-182-5p","RNF130"
"hsa-miR-182-5p","RNF183"
"hsa-miR-182-5p","RNF4"
"hsa-miR-182-5p","ROGDI"
"hsa-miR-182-5p","RPN2"
"hsa-miR-182-5p","RPS6KA6"
"hsa-miR-182-5p","SCN8A"
"hsa-miR-182-5p","SCYL2"
"hsa-miR-182-5p","SDC4"
"hsa-miR-182-5p","SECISBP2"
"hsa-miR-182-5p","SEPHS1"
"hsa-miR-182-5p","SFMBT1"
"hsa-miR-182-5p","SGK3"
"hsa-miR-182-5p","SH3KBP1"
"hsa-miR-182-5p","SH3RF1"
"hsa-miR-182-5p","SHANK2"
"hsa-miR-182-5p","SIAH2"
"hsa-miR-182-5p","SIN3A"
"hsa-miR-182-5p","SIPA1L1"
"hsa-miR-182-5p","SLC22A5"
"hsa-miR-182-5p","SLC35A2"
"hsa-miR-182-5p","SLC4A7"
"hsa-miR-182-5p","SMARCE1"
"hsa-miR-182-5p","SMG7"
"hsa-miR-182-5p","SNRNP40"
"hsa-miR-182-5p","SOX4"
"hsa-miR-182-5p","SRCAP"
"hsa-miR-182-5p","SRPK1"
"hsa-miR-182-5p","SS18L1"
"hsa-miR-182-5p","SSX2IP"
"hsa-miR-182-5p","ST3GAL3"
"hsa-miR-182-5p","STC2"
"hsa-miR-182-5p","STX2"
"hsa-miR-182-5p","STX3"
"hsa-miR-182-5p","TFAP2A"
"hsa-miR-182-5p","TFAP2B"
"hsa-miR-182-5p","TIAM1"
"hsa-miR-182-5p","TMBIM6"
"hsa-miR-182-5p","TNS1"
"hsa-miR-182-5p","TOM1L1"
"hsa-miR-182-5p","TOP2B"
"hsa-miR-182-5p","TP53BP1"
"hsa-miR-182-5p","TPD52"
"hsa-miR-182-5p","TRAF4"
"hsa-miR-182-5p","TRAFD1"
"hsa-miR-182-5p","TRIB3"
"hsa-miR-182-5p","TRIM37"
"hsa-miR-182-5p","TRPS1"
"hsa-miR-182-5p","TRRAP"
"hsa-miR-182-5p","TSPAN4"
"hsa-miR-182-5p","TXNIP"
"hsa-miR-182-5p","UBAP2L"
"hsa-miR-182-5p","UBE2Z"
"hsa-miR-182-5p","UCK2"
"hsa-miR-182-5p","VANGL2"
"hsa-miR-182-5p","VAV2"
"hsa-miR-182-5p","VAV3"
"hsa-miR-182-5p","VIM"
"hsa-miR-182-5p","VPS37C"
"hsa-miR-182-5p","VTI1B"
"hsa-miR-182-5p","WDR73"
"hsa-miR-182-5p","XBP1"
"hsa-miR-182-5p","YBX1"
"hsa-miR-182-5p","ZBTB33"
"hsa-miR-182-5p","ZFC3H1"
"hsa-miR-182-5p","ZMIZ1"
"hsa-miR-182-5p","ZMYM2"
"hsa-miR-182-5p","ZNF142"
"hsa-miR-182-5p","ZNF24"
"hsa-miR-182-5p","ZNF398"
"hsa-miR-182-5p","ZNF764"
"hsa-miR-182-5p","ZNF91"
"hsa-miR-183-5p","ACP6"
"hsa-miR-183-5p","AKAP9"
"hsa-miR-183-5p","ARF3"
"hsa-miR-183-5p","ATF6B"
"hsa-miR-183-5p","AURKA"
"hsa-miR-183-5p","BCL2L11"
"hsa-miR-183-5p","BECN1"
"hsa-miR-183-5p","BRD2"
"hsa-miR-183-5p","BRD3"
"hsa-miR-183-5p","BRI3BP"
"hsa-miR-183-5p","BTRC"
"hsa-miR-183-5p","CAV1"
"hsa-miR-183-5p","CBX5"
"hsa-miR-183-5p","CCNB1"
"hsa-miR-183-5p","CCT3"
"hsa-miR-183-5p","CDH1"
"hsa-miR-183-5p","CHD4"
"hsa-miR-183-5p","CNOT2"
"hsa-miR-183-5p","CNOT6"
"hsa-miR-183-5p","DAP"
"hsa-miR-183-5p","DIAPH1"
"hsa-miR-183-5p","DSP"
"hsa-miR-183-5p","E2F3"
"hsa-miR-183-5p","EFNA1"
"hsa-miR-183-5p","EIF1"
"hsa-miR-183-5p","ELAVL1"
"hsa-miR-183-5p","ENAH"
"hsa-miR-183-5p","ERBB2IP"
"hsa-miR-183-5p","EZR"
"hsa-miR-183-5p","FBXL2"
"hsa-miR-183-5p","FEN1"
"hsa-miR-183-5p","FKBP4"
"hsa-miR-183-5p","FOXK2"
"hsa-miR-183-5p","FOXN3"
"hsa-miR-183-5p","FOXO1"
"hsa-miR-183-5p","GBF1"
"hsa-miR-183-5p","GCC1"
"hsa-miR-183-5p","GNL3"
"hsa-miR-183-5p","GPBP1L1"
"hsa-miR-183-5p","GTF3A"
"hsa-miR-183-5p","HADHB"
"hsa-miR-183-5p","HCFC1"
"hsa-miR-183-5p","HNRNPK"
"hsa-miR-183-5p","HNRNPL"
"hsa-miR-183-5p","HSBP1"
"hsa-miR-183-5p","HSPA9"
"hsa-miR-183-5p","HSPH1"
"hsa-miR-183-5p","IGF1R"
"hsa-miR-183-5p","ILF2"
"hsa-miR-183-5p","ITGB8"
"hsa-miR-183-5p","ITM2B"
"hsa-miR-183-5p","KCTD13"
"hsa-miR-183-5p","KCTD15"
"hsa-miR-183-5p","KIAA1217"
"hsa-miR-183-5p","KIF23"
"hsa-miR-183-5p","LRRC1"
"hsa-miR-183-5p","MAGED1"
"hsa-miR-183-5p","MAP3K13"
"hsa-miR-183-5p","MCM4"
"hsa-miR-183-5p","MYCBP"
"hsa-miR-183-5p","NACC1"
"hsa-miR-183-5p","NFIA"
"hsa-miR-183-5p","NSF"
"hsa-miR-183-5p","PAK1"
"hsa-miR-183-5p","PAK4"
"hsa-miR-183-5p","PAX9"
"hsa-miR-183-5p","PCNA"
"hsa-miR-183-5p","PHF12"
"hsa-miR-183-5p","PLAGL2"
"hsa-miR-183-5p","PLEKHB2"
"hsa-miR-183-5p","PLXNB1"
"hsa-miR-183-5p","PRLR"
"hsa-miR-183-5p","PTPN1"
"hsa-miR-183-5p","PTPRJ"
"hsa-miR-183-5p","RBM8A"
"hsa-miR-183-5p","REPS1"
"hsa-miR-183-5p","RTN4"
"hsa-miR-183-5p","SGK3"
"hsa-miR-183-5p","SH3D19"
"hsa-miR-183-5p","SNRPD3"
"hsa-miR-183-5p","SORL1"
"hsa-miR-183-5p","SRCAP"
"hsa-miR-183-5p","STC2"
"hsa-miR-183-5p","TCF20"
"hsa-miR-183-5p","TIMELESS"
"hsa-miR-183-5p","TMEM98"
"hsa-miR-183-5p","TNFRSF10A"
"hsa-miR-183-5p","TRAF4"
"hsa-miR-183-5p","TRIM17"
"hsa-miR-183-5p","TRIM37"
"hsa-miR-183-5p","TRPS1"
"hsa-miR-183-5p","TXNIP"
"hsa-miR-183-5p","UBE2Z"
"hsa-miR-183-5p","VANGL2"
"hsa-miR-183-5p","WNT5A"
"hsa-miR-183-5p","YWHAG"
"hsa-miR-183-5p","ZEB1"
"hsa-miR-183-5p","ZNF107"
"hsa-miR-183-5p","ZNF24"
"hsa-miR-183-5p","ZNF675"
"hsa-miR-183-5p","ZNF74"
"hsa-miR-185-5p","ACVR2A"
"hsa-miR-185-5p","ALOX12"
"hsa-miR-185-5p","ANXA2"
"hsa-miR-185-5p","ARIH1"
"hsa-miR-185-5p","ARRB2"
"hsa-miR-185-5p","ATR"
"hsa-miR-185-5p","BCL2L11"
"hsa-miR-185-5p","BCLAF1"
"hsa-miR-185-5p","BCOR"
"hsa-miR-185-5p","BIRC6"
"hsa-miR-185-5p","BPTF"
"hsa-miR-185-5p","BTBD3"
"hsa-miR-185-5p","CACNA1C"
"hsa-miR-185-5p","CADM1"
"hsa-miR-185-5p","CANX"
"hsa-miR-185-5p","CBX5"
"hsa-miR-185-5p","CDK5RAP2"
"hsa-miR-185-5p","CHML"
"hsa-miR-185-5p","COPB1"
"hsa-miR-185-5p","CSF1"
"hsa-miR-185-5p","CSTB"
"hsa-miR-185-5p","CTSC"
"hsa-miR-185-5p","DCLRE1C"
"hsa-miR-185-5p","DIS3"
"hsa-miR-185-5p","DNM1"
"hsa-miR-185-5p","DST"
"hsa-miR-185-5p","DTNA"
"hsa-miR-185-5p","E2F6"
"hsa-miR-185-5p","EDAR"
"hsa-miR-185-5p","EPHB2"
"hsa-miR-185-5p","FAM103A1"
"hsa-miR-185-5p","FN1"
"hsa-miR-185-5p","FOXP1"
"hsa-miR-185-5p","GABBR1"
"hsa-miR-185-5p","GATAD2B"
"hsa-miR-185-5p","GGA2"
"hsa-miR-185-5p","GTF3C4"
"hsa-miR-185-5p","HOXB6"
"hsa-miR-185-5p","HSP90AB1"
"hsa-miR-185-5p","IGF1R"
"hsa-miR-185-5p","LENG8"
"hsa-miR-185-5p","LMO7"
"hsa-miR-185-5p","MATR3"
"hsa-miR-185-5p","MDM4"
"hsa-miR-185-5p","MED17"
"hsa-miR-185-5p","METAP2"
"hsa-miR-185-5p","MID1IP1"
"hsa-miR-185-5p","MLLT3"
"hsa-miR-185-5p","MLLT4"
"hsa-miR-185-5p","MRE11A"
"hsa-miR-185-5p","NF1"
"hsa-miR-185-5p","NFAT5"
"hsa-miR-185-5p","NPM1"
"hsa-miR-185-5p","NUP153"
"hsa-miR-185-5p","OLA1"
"hsa-miR-185-5p","PAK7"
"hsa-miR-185-5p","PAPOLA"
"hsa-miR-185-5p","PBX1"
"hsa-miR-185-5p","PDLIM5"
"hsa-miR-185-5p","PLXND1"
"hsa-miR-185-5p","POLE3"
"hsa-miR-185-5p","PPP1R9A"
"hsa-miR-185-5p","PRDM2"
"hsa-miR-185-5p","PRELP"
"hsa-miR-185-5p","PRPF4B"
"hsa-miR-185-5p","PUM2"
"hsa-miR-185-5p","RAB5B"
"hsa-miR-185-5p","RAE1"
"hsa-miR-185-5p","RASD1"
"hsa-miR-185-5p","RHOA"
"hsa-miR-185-5p","RIC8B"
"hsa-miR-185-5p","SCARB1"
"hsa-miR-185-5p","SDCBP"
"hsa-miR-185-5p","SECISBP2"
"hsa-miR-185-5p","SERPINH1"
"hsa-miR-185-5p","SET"
"hsa-miR-185-5p","SETD5"
"hsa-miR-185-5p","SMARCA2"
"hsa-miR-185-5p","SORL1"
"hsa-miR-185-5p","SOX4"
"hsa-miR-185-5p","SPARC"
"hsa-miR-185-5p","TASP1"
"hsa-miR-185-5p","TBX19"
"hsa-miR-185-5p","TFCP2"
"hsa-miR-185-5p","TIMP2"
"hsa-miR-185-5p","TNKS2"
"hsa-miR-185-5p","TPD52"
"hsa-miR-185-5p","TRIM5"
"hsa-miR-185-5p","TRIP10"
"hsa-miR-185-5p","TSPYL4"
"hsa-miR-185-5p","TTC17"
"hsa-miR-185-5p","TUB"
"hsa-miR-185-5p","TUBGCP3"
"hsa-miR-185-5p","UBE2G1"
"hsa-miR-185-5p","UBE3A"
"hsa-miR-185-5p","UNK"
"hsa-miR-185-5p","VAV3"
"hsa-miR-185-5p","WISP2"
"hsa-miR-185-5p","XRN1"
"hsa-miR-185-5p","ZBTB43"
"hsa-miR-185-5p","ZBTB44"
"hsa-miR-185-5p","ZNF398"
"hsa-miR-185-5p","ZNF423"
"hsa-miR-185-5p","ZNF655"
"hsa-miR-188-5p","DNAJB1"
"hsa-miR-18a-5p","DDX5"
"hsa-miR-18b-5p","AEBP2"
"hsa-miR-18b-5p","ARF6"
"hsa-miR-18b-5p","ATF1"
"hsa-miR-18b-5p","ATP2B1"
"hsa-miR-18b-5p","COPB1"
"hsa-miR-18b-5p","CSNK1A1"
"hsa-miR-18b-5p","EXPH5"
"hsa-miR-18b-5p","HIF1A"
"hsa-miR-18b-5p","HOMER1"
"hsa-miR-18b-5p","ITGA2"
"hsa-miR-18b-5p","MYLK"
"hsa-miR-18b-5p","NCOA1"
"hsa-miR-18b-5p","NUP98"
"hsa-miR-18b-5p","PURB"
"hsa-miR-18b-5p","RB1"
"hsa-miR-18b-5p","REEP5"
"hsa-miR-18b-5p","RNF138"
"hsa-miR-18b-5p","RNF4"
"hsa-miR-18b-5p","SFPQ"
"hsa-miR-18b-5p","SOCS5"
"hsa-miR-18b-5p","SOCS6"
"hsa-miR-18b-5p","STAM2"
"hsa-miR-18b-5p","SYNCRIP"
"hsa-miR-18b-5p","TAX1BP1"
"hsa-miR-18b-5p","TWF1"
"hsa-miR-18b-5p","UBE2G1"
"hsa-miR-18b-5p","YY1"
"hsa-miR-1908-5p","NRGN"
"hsa-miR-1909-5p","NFASC"
"hsa-miR-1909-5p","PLXNA1"
"hsa-miR-1909-5p","TFAP2B"
"hsa-miR-190a-5p","HHIP"
"hsa-miR-190a-5p","PLRG1"
"hsa-miR-190a-5p","RBM23"
"hsa-miR-190b","CAT"
"hsa-miR-190b","CEBPA"
"hsa-miR-190b","CPSF6"
"hsa-miR-190b","ESR1"
"hsa-miR-190b","FANCD2"
"hsa-miR-190b","ITSN1"
"hsa-miR-190b","KCNQ5"
"hsa-miR-190b","LRRC1"
"hsa-miR-190b","MAPK8"
"hsa-miR-190b","NEUROD1"
"hsa-miR-190b","NOLC1"
"hsa-miR-190b","PITPNA"
"hsa-miR-190b","SFPQ"
"hsa-miR-190b","SHANK2"
"hsa-miR-190b","SNAP25"
"hsa-miR-190b","STRBP"
"hsa-miR-190b","TRPS1"
"hsa-miR-1912","ARHGAP1"
"hsa-miR-1912","PNRC1"
"hsa-miR-1912","USF2"
"hsa-miR-192-5p","ANXA7"
"hsa-miR-192-5p","AP1S2"
"hsa-miR-192-5p","ATN1"
"hsa-miR-192-5p","B2M"
"hsa-miR-192-5p","BMP6"
"hsa-miR-192-5p","BRIP1"
"hsa-miR-192-5p","CAPNS1"
"hsa-miR-192-5p","CAV1"
"hsa-miR-192-5p","DBF4B"
"hsa-miR-192-5p","DNMT3A"
"hsa-miR-192-5p","EPS8"
"hsa-miR-192-5p","ERN1"
"hsa-miR-192-5p","FZD1"
"hsa-miR-192-5p","FZD4"
"hsa-miR-192-5p","GLP1R"
"hsa-miR-192-5p","ID1"
"hsa-miR-192-5p","MAP1LC3B"
"hsa-miR-192-5p","MSH6"
"hsa-miR-192-5p","NDE1"
"hsa-miR-192-5p","NONO"
"hsa-miR-192-5p","PDHB"
"hsa-miR-192-5p","POLL"
"hsa-miR-192-5p","PSRC1"
"hsa-miR-192-5p","PTPRT"
"hsa-miR-192-5p","RAB1A"
"hsa-miR-192-5p","RAD54B"
"hsa-miR-192-5p","RPA1"
"hsa-miR-192-5p","SF3B3"
"hsa-miR-192-5p","THBD"
"hsa-miR-192-5p","UBAP2L"
"hsa-miR-192-5p","ZNF346"
"hsa-miR-192-5p","ZNF384"
"hsa-miR-193a-5p","ABI2"
"hsa-miR-193a-5p","ACTL6A"
"hsa-miR-193a-5p","ADNP"
"hsa-miR-193a-5p","AKAP13"
"hsa-miR-193a-5p","ANK3"
"hsa-miR-193a-5p","ANKRD13A"
"hsa-miR-193a-5p","ANKS1A"
"hsa-miR-193a-5p","AP2B1"
"hsa-miR-193a-5p","AP3B1"
"hsa-miR-193a-5p","ARF3"
"hsa-miR-193a-5p","ARFGEF2"
"hsa-miR-193a-5p","ARHGEF12"
"hsa-miR-193a-5p","ARHGEF15"
"hsa-miR-193a-5p","ARID1A"
"hsa-miR-193a-5p","ARIH1"
"hsa-miR-193a-5p","AURKA"
"hsa-miR-193a-5p","BAZ2A"
"hsa-miR-193a-5p","BCL11B"
"hsa-miR-193a-5p","BCL2L11"
"hsa-miR-193a-5p","BDP1"
"hsa-miR-193a-5p","BIRC6"
"hsa-miR-193a-5p","BRD3"
"hsa-miR-193a-5p","BTBD3"
"hsa-miR-193a-5p","BUB1"
"hsa-miR-193a-5p","CADM1"
"hsa-miR-193a-5p","CALM1"
"hsa-miR-193a-5p","CAPRIN1"
"hsa-miR-193a-5p","CCAR1"
"hsa-miR-193a-5p","CCNT1"
"hsa-miR-193a-5p","CD47"
"hsa-miR-193a-5p","CDK6"
"hsa-miR-193a-5p","CEBPA"
"hsa-miR-193a-5p","CELSR2"
"hsa-miR-193a-5p","CEP57"
"hsa-miR-193a-5p","CHD4"
"hsa-miR-193a-5p","CIAO1"
"hsa-miR-193a-5p","CLSTN1"
"hsa-miR-193a-5p","CNOT6"
"hsa-miR-193a-5p","CNTFR"
"hsa-miR-193a-5p","CSNK2A1"
"hsa-miR-193a-5p","CUL3"
"hsa-miR-193a-5p","CUL4A"
"hsa-miR-193a-5p","DEK"
"hsa-miR-193a-5p","DFFA"
"hsa-miR-193a-5p","DNAJC10"
"hsa-miR-193a-5p","DR1"
"hsa-miR-193a-5p","DST"
"hsa-miR-193a-5p","DUSP16"
"hsa-miR-193a-5p","DYRK1A"
"hsa-miR-193a-5p","E2F3"
"hsa-miR-193a-5p","EED"
"hsa-miR-193a-5p","EIF1"
"hsa-miR-193a-5p","ERBB2IP"
"hsa-miR-193a-5p","ERBB4"
"hsa-miR-193a-5p","ETV1"
"hsa-miR-193a-5p","ETV6"
"hsa-miR-193a-5p","FANCD2"
"hsa-miR-193a-5p","FUBP1"
"hsa-miR-193a-5p","GANAB"
"hsa-miR-193a-5p","GATAD2B"
"hsa-miR-193a-5p","GNA12"
"hsa-miR-193a-5p","GOLGB1"
"hsa-miR-193a-5p","GTF3C4"
"hsa-miR-193a-5p","HADHB"
"hsa-miR-193a-5p","HMGA1"
"hsa-miR-193a-5p","HN1L"
"hsa-miR-193a-5p","HNRNPD"
"hsa-miR-193a-5p","IDE"
"hsa-miR-193a-5p","IFNGR2"
"hsa-miR-193a-5p","IKZF3"
"hsa-miR-193a-5p","IL17RD"
"hsa-miR-193a-5p","ING5"
"hsa-miR-193a-5p","ITSN1"
"hsa-miR-193a-5p","IVNS1ABP"
"hsa-miR-193a-5p","JARID2"
"hsa-miR-193a-5p","JMJD1C"
"hsa-miR-193a-5p","KHDRBS1"
"hsa-miR-193a-5p","KIAA1191"
"hsa-miR-193a-5p","KIF3A"
"hsa-miR-193a-5p","KIT"
"hsa-miR-193a-5p","LPAR3"
"hsa-miR-193a-5p","MAPK1"
"hsa-miR-193a-5p","MAPK10"
"hsa-miR-193a-5p","MAPK8"
"hsa-miR-193a-5p","MARCKSL1"
"hsa-miR-193a-5p","MATR3"
"hsa-miR-193a-5p","MED14"
"hsa-miR-193a-5p","MED21"
"hsa-miR-193a-5p","MEX3B"
"hsa-miR-193a-5p","MLLT10"
"hsa-miR-193a-5p","MYLK"
"hsa-miR-193a-5p","NCOA3"
"hsa-miR-193a-5p","NCOA5"
"hsa-miR-193a-5p","NEDD4L"
"hsa-miR-193a-5p","NF1"
"hsa-miR-193a-5p","NRG1"
"hsa-miR-193a-5p","NSF"
"hsa-miR-193a-5p","NUFIP2"
"hsa-miR-193a-5p","NUP210"
"hsa-miR-193a-5p","NUPL1"
"hsa-miR-193a-5p","NXF1"
"hsa-miR-193a-5p","PAK3"
"hsa-miR-193a-5p","PAWR"
"hsa-miR-193a-5p","PBX1"
"hsa-miR-193a-5p","PCBP1"
"hsa-miR-193a-5p","PLEKHA1"
"hsa-miR-193a-5p","POLH"
"hsa-miR-193a-5p","PPP1R12A"
"hsa-miR-193a-5p","PPP2R5C"
"hsa-miR-193a-5p","PSEN1"
"hsa-miR-193a-5p","PSRC1"
"hsa-miR-193a-5p","PTBP1"
"hsa-miR-193a-5p","PTBP2"
"hsa-miR-193a-5p","PTK2"
"hsa-miR-193a-5p","PTPN14"
"hsa-miR-193a-5p","RBBP8"
"hsa-miR-193a-5p","RBL1"
"hsa-miR-193a-5p","RBM8A"
"hsa-miR-193a-5p","RFX3"
"hsa-miR-193a-5p","RLF"
"hsa-miR-193a-5p","RNF111"
"hsa-miR-193a-5p","RNF4"
"hsa-miR-193a-5p","RORA"
"hsa-miR-193a-5p","RREB1"
"hsa-miR-193a-5p","RTKN"
"hsa-miR-193a-5p","SERPINB6"
"hsa-miR-193a-5p","SETD5"
"hsa-miR-193a-5p","SF3B1"
"hsa-miR-193a-5p","SMAD9"
"hsa-miR-193a-5p","SMARCD1"
"hsa-miR-193a-5p","SNRPD3"
"hsa-miR-193a-5p","SON"
"hsa-miR-193a-5p","SPAG5"
"hsa-miR-193a-5p","SRCAP"
"hsa-miR-193a-5p","SRPK1"
"hsa-miR-193a-5p","STX16"
"hsa-miR-193a-5p","TESK2"
"hsa-miR-193a-5p","TGFBRAP1"
"hsa-miR-193a-5p","TMF1"
"hsa-miR-193a-5p","TNFRSF19"
"hsa-miR-193a-5p","TNPO1"
"hsa-miR-193a-5p","TP53BP2"
"hsa-miR-193a-5p","TPD52"
"hsa-miR-193a-5p","TSC1"
"hsa-miR-193a-5p","TTLL5"
"hsa-miR-193a-5p","UBE3A"
"hsa-miR-193a-5p","UBR4"
"hsa-miR-193a-5p","UCHL1"
"hsa-miR-193a-5p","VCPIP1"
"hsa-miR-193a-5p","WWTR1"
"hsa-miR-193a-5p","XK"
"hsa-miR-193a-5p","XRN1"
"hsa-miR-193a-5p","YY1"
"hsa-miR-193a-5p","ZBTB5"
"hsa-miR-193a-5p","ZNF384"
"hsa-miR-193a-5p","ZNF638"
"hsa-miR-193b-5p","ABI2"
"hsa-miR-193b-5p","ABT1"
"hsa-miR-193b-5p","ADNP"
"hsa-miR-193b-5p","ADRBK2"
"hsa-miR-193b-5p","AFF4"
"hsa-miR-193b-5p","AKAP13"
"hsa-miR-193b-5p","AMOTL2"
"hsa-miR-193b-5p","ANK3"
"hsa-miR-193b-5p","ANKRD13A"
"hsa-miR-193b-5p","AP2B1"
"hsa-miR-193b-5p","AP3B1"
"hsa-miR-193b-5p","APP"
"hsa-miR-193b-5p","ARF3"
"hsa-miR-193b-5p","ARF6"
"hsa-miR-193b-5p","ARFGEF2"
"hsa-miR-193b-5p","ARHGEF12"
"hsa-miR-193b-5p","ARHGEF15"
"hsa-miR-193b-5p","ARID1A"
"hsa-miR-193b-5p","ATP1A1"
"hsa-miR-193b-5p","ATP2B4"
"hsa-miR-193b-5p","ATP5B"
"hsa-miR-193b-5p","ATXN1"
"hsa-miR-193b-5p","ATXN7L3"
"hsa-miR-193b-5p","BARD1"
"hsa-miR-193b-5p","BAZ2A"
"hsa-miR-193b-5p","BCL11B"
"hsa-miR-193b-5p","BCL2L11"
"hsa-miR-193b-5p","BIRC6"
"hsa-miR-193b-5p","BLM"
"hsa-miR-193b-5p","BPTF"
"hsa-miR-193b-5p","BRCC3"
"hsa-miR-193b-5p","BRD3"
"hsa-miR-193b-5p","BTBD3"
"hsa-miR-193b-5p","BTRC"
"hsa-miR-193b-5p","BUB1"
"hsa-miR-193b-5p","BUB1B"
"hsa-miR-193b-5p","C1orf123"
"hsa-miR-193b-5p","C1QBP"
"hsa-miR-193b-5p","CADM1"
"hsa-miR-193b-5p","CAND1"
"hsa-miR-193b-5p","CAPRIN1"
"hsa-miR-193b-5p","CASP9"
"hsa-miR-193b-5p","CBX1"
"hsa-miR-193b-5p","CCAR1"
"hsa-miR-193b-5p","CCNT2"
"hsa-miR-193b-5p","CCT2"
"hsa-miR-193b-5p","CCT4"
"hsa-miR-193b-5p","CD34"
"hsa-miR-193b-5p","CD44"
"hsa-miR-193b-5p","CD47"
"hsa-miR-193b-5p","CDC25A"
"hsa-miR-193b-5p","CDH1"
"hsa-miR-193b-5p","CDK5RAP1"
"hsa-miR-193b-5p","CDK6"
"hsa-miR-193b-5p","CELSR2"
"hsa-miR-193b-5p","CENPJ"
"hsa-miR-193b-5p","CHAF1B"
"hsa-miR-193b-5p","CHD4"
"hsa-miR-193b-5p","CIAO1"
"hsa-miR-193b-5p","CIC"
"hsa-miR-193b-5p","CLSTN1"
"hsa-miR-193b-5p","CNOT1"
"hsa-miR-193b-5p","CNOT6"
"hsa-miR-193b-5p","COL4A1"
"hsa-miR-193b-5p","COL9A2"
"hsa-miR-193b-5p","COPB2"
"hsa-miR-193b-5p","CRKL"
"hsa-miR-193b-5p","CYFIP1"
"hsa-miR-193b-5p","DAZAP2"
"hsa-miR-193b-5p","DDX17"
"hsa-miR-193b-5p","DDX56"
"hsa-miR-193b-5p","DEK"
"hsa-miR-193b-5p","DLST"
"hsa-miR-193b-5p","DNAJC10"
"hsa-miR-193b-5p","DNMT1"
"hsa-miR-193b-5p","DNMT3A"
"hsa-miR-193b-5p","DR1"
"hsa-miR-193b-5p","DSN1"
"hsa-miR-193b-5p","DSP"
"hsa-miR-193b-5p","DST"
"hsa-miR-193b-5p","DUSP16"
"hsa-miR-193b-5p","DYRK1A"
"hsa-miR-193b-5p","E2F2"
"hsa-miR-193b-5p","E2F3"
"hsa-miR-193b-5p","ECH1"
"hsa-miR-193b-5p","ECT2"
"hsa-miR-193b-5p","EED"
"hsa-miR-193b-5p","EFEMP1"
"hsa-miR-193b-5p","EFS"
"hsa-miR-193b-5p","EFTUD2"
"hsa-miR-193b-5p","EIF1"
"hsa-miR-193b-5p","ELN"
"hsa-miR-193b-5p","ENAH"
"hsa-miR-193b-5p","EP300"
"hsa-miR-193b-5p","ERBB2IP"
"hsa-miR-193b-5p","ERBB4"
"hsa-miR-193b-5p","ETV1"
"hsa-miR-193b-5p","ETV6"
"hsa-miR-193b-5p","EXOSC10"
"hsa-miR-193b-5p","EZH2"
"hsa-miR-193b-5p","FAM101B"
"hsa-miR-193b-5p","FAM46C"
"hsa-miR-193b-5p","FANCA"
"hsa-miR-193b-5p","FANCD2"
"hsa-miR-193b-5p","FANCG"
"hsa-miR-193b-5p","FBXO30"
"hsa-miR-193b-5p","FLNB"
"hsa-miR-193b-5p","FOXN3"
